คะแนนคณิตศาสตร์,คะแนนคอมพิวเตอร์,คะแนนภาษาไทย,คะแนนวิทยาศาสตร์,คะแนนศิลปะ,ทักษะการคิดเชิงตรรกะ,ทักษะความคิดสร้างสรรค์,ทักษะการแก้ปัญหา,ความสนใจด้านตัวเลข,ความสนใจด้านเทคโนโลยี,ความสนใจด้านการทำอาหาร,อายุ,เพศ,แผนก
-0.42439788514728033,0.06605546458713125,0.8662396977220554,-0.4295110016897239,0.1258469201190129,1.2491387823318842,-0.4997043133059924,-0.31595393140020356,0.5353635281262861,-1.643226710578394,-0.5472226227178333,-1.3402936888652925,-0.9729754237340348,2
1.54597685872458,-1.212510850340553,0.001378061883207525,0.9581167827902615,-0.07567937620243563,0.9977088451590961,-0.9889081091385526,-1.6374123042830524,-0.2303893016302006,0.11842838823392719,0.6052431660620335,-0.44526367416577406,1.0277751889788251,0
0.7948934167536236,0.8242750234395951,-0.03341522231720603,-1.1257939825142007,-0.5946095892301655,1.5005687195046722,0.9189866946084323,0.3203038036915385,0.9565275844923535,-1.7215224927478303,1.4888002707932646,1.344796355233263,-0.9729754237340348,0
0.34131705244648747,0.046232731022361376,1.2042316013832142,-0.38506740716901267,0.34752584607260656,-0.9131586773540935,-0.059420897056688085,-1.6374123042830524,0.7650893770532319,0.9405341010130102,0.37475000830606,0.4497663405337445,1.0277751889788251,2
-1.1706041619106338,0.6260476877918921,-0.45590510189365463,-0.5134600135621786,0.8714942165083723,0.24341903364073172,-0.9399877295552967,-1.6863552069824173,-1.302443263289282,-0.6253815423757195,-1.2771176222784157,-1.3402936888652925,1.0277751889788251,2
-1.1706041619106338,-1.5891427880711888,1.2787886389555287,-0.22210756059307107,-0.2520148854837031,-0.8125867024849781,-1.0378284887218086,0.41818960909026814,-1.5704567537040526,-0.15560684935910057,0.5668276397693711,-1.3402936888652925,1.0277751889788251,2
-1.5022513960276795,-1.4404722863354116,-0.2968500884060503,0.9877458458040693,0.5137850405378015,1.1485668074627693,-1.1356692478883206,-1.0500974718906753,1.3011163578827727,1.0188298831824463,-1.4307797274490646,-0.44526367416577406,1.0277751889788251,2
1.253346946268363,0.7499397725717065,-0.57022589283787,-0.03939500534125825,0.7656929109396121,-1.768020463741573,0.9189866946084323,-1.0500974718906753,-1.4555938292405792,-1.643226710578394,1.2198915867446294,-1.3402936888652925,-0.9729754237340348,2
0.35107138286169415,-1.4850734368561447,-0.13282460574695865,1.0321894403247802,0.8059981702039017,0.24341903364073172,-0.9399877295552967,0.5650183171883624,-1.2258679803136334,-1.2517477997312114,-0.009405254620562287,1.344796355233263,-0.9729754237340348,2
0.7168587734319654,-1.4850734368561447,0.9407967352943699,0.2815865106416569,-1.5216305523088287,-0.56115676531219,0.08734024169307988,-1.4905835961849583,-1.647032036679701,-0.39049419586741024,-0.4319760438398466,-1.3402936888652925,-0.9729754237340348,0
-1.6339348566329772,-1.693212139286233,-1.2760325151891136,-0.5332127222380503,1.3299665406396681,-0.611442752746748,-0.1572616562232002,-0.609611347596392,0.4587882451506373,-0.9777125621381837,-1.5844418326197134,-0.44526367416577406,-0.9729754237340348,2
