คะแนนคณิตศาสตร์,คะแนนคอมพิวเตอร์,คะแนนภาษาไทย,คะแนนวิทยาศาสตร์,คะแนนศิลปะ,ทักษะการคิดเชิงตรรกะ,ทักษะความคิดสร้างสรรค์,ทักษะการแก้ปัญหา,ความสนใจด้านตัวเลข,ความสนใจด้านเทคโนโลยี,ความสนใจด้านการทำอาหาร,อายุ,เพศ,รายได้ครอบครัว,การศึกษาของผู้ปกครอง,จำนวนพี่น้อง,ชั่วโมงการนอน,ความถี่การออกกำลังกาย,ชั่วโมงใช้โซเชียลมีเดีย,ชอบอ่านหนังสือ,ประเภทเพลงที่ชอบ,แผนก
0.07308420091435196,0.7304425276589505,0.23621089425510494,0.062254355760242866,-1.6313824717215606,-1.7356421326471876,1.6859695382647717,-1.0758509053499448,-1.247302353420762,-1.3128282929116064,-1.0563525320807972,0.48464445998311323,1.049209386221098,0.7045451174876673,1.3435685019122579,1.3707896369456112,0.5629140068854449,0.9575322802259122,0.5525087360323568,-0.7979105282732498,-1.36328169330352,1
-1.403660658990252,-0.11624069385952274,1.1195112624741097,-0.05710690153920437,-0.5527356163840613,-0.21502076641539017,1.0964611113011717,-0.04239624705344864,-0.5447617178399524,1.2993066531906066,-0.9420266028164744,-1.2793026191183052,-0.9530986027504631,-0.7109146866060896,1.3435685019122579,1.3707896369456112,1.5567092271119567,0.9575322802259122,1.5407043057469032,1.2532733490358756,-0.4507772131806821,2
-1.3694314734957747,0.12142477182987345,1.5462743617259889,-0.3356165019045807,1.7007754194149398,0.2264499528131964,-1.507201107788059,0.20366438587428845,-0.5837917531499976,1.3377204023979918,0.04879811747432171,-0.397329079567596,-0.9530986027504631,0.7045451174876673,-0.4726782056406425,0.480088118462433,0.6338993797587682,-1.5096985371559795,0.12285848833038011,-0.7979105282732498,0.4617272669421557,2
-0.660398345395882,0.04715431380193721,1.2584573878119305,0.6341937136534261,-1.0490144512341784,1.6980190169084846,-0.3281842538608601,1.680028183440711,1.445770082972341,1.2224791547758358,-1.7041994645786251,-1.2793026191183052,-0.9530986027504631,-0.0031847845592110737,0.4354451481358077,-0.4106134000207452,0.9888262441253794,-1.0162523736796012,0.29471858741117096,1.2532733490358756,0.4617272669421557,1
-1.442779728126798,-0.7599179967683035,-1.148287997503897,-0.14662784451378943,-0.13241782768447252,1.0112867869973499,-1.5563268100350256,0.40051289221647784,-0.0764012941194128,-0.6213808071786677,-0.8277006735521518,1.3666179995338226,1.049209386221098,0.7045451174876673,0.4354451481358077,-0.4106134000207452,0.42094326113880093,-1.5096985371559795,-0.6505119575331779,1.2532733490358756,1.3742317470649934,2
-1.071148571329613,-0.5173011672103786,1.68522048706381,1.2757604716379531,0.4752705415197525,-1.5394329241011493,-0.7703155740835594,1.0894826644141415,0.7041994120814865,-1.6969657849854614,-0.6752661011997217,0.48464445998311323,1.049209386221098,-0.0031847845592110737,-0.4726782056406425,-0.4106134000207452,1.4147384813653128,-1.5096985371559795,-0.4356868336821895,-0.7979105282732498,0.4617272669421557,2
-0.13229091205251362,0.4383120594157343,1.5611614465836126,-0.14165445879297944,-0.9376049168800706,-0.313125370688409,-1.2615725965532258,1.237119044170784,0.07971884712076686,-1.7737932834002323,-1.589873535314303,-1.2793026191183052,-0.9530986027504631,-0.7109146866060896,-0.4726782056406425,-0.4106134000207452,-0.4308812133410662,-1.5096985371559795,-0.006036585980212823,-0.7979105282732498,1.3742317470649934,0
-1.4232201935585251,-0.8440911825332977,-1.480766225990826,-0.8976090883561433,1.6501347219812543,-0.9017529963265244,0.3104498753497059,-0.4360932597378283,0.3529290942910817,0.1084804277616566,0.353667262179182,1.3666179995338226,1.049209386221098,-0.0031847845592110737,-0.4726782056406425,-0.4106134000207452,-0.9277788234543222,-1.5096985371559795,1.4118092314363102,-0.7979105282732498,1.3742317470649934,2
-0.9391217129937707,0.7551993470015959,0.3652322963545099,-0.2759358732548571,0.17142635691764,-1.6375375283741684,-1.4089497032941256,1.3847554239274267,-0.3105815059796828,0.1084804277616566,0.46799319144350454,-0.397329079567596,-0.9530986027504631,-1.418644588652968,-0.4726782056406425,-1.3013149185039234,1.0598116169987015,-0.5228062102032228,-1.5098124529371313,-0.7979105282732498,-0.4507772131806821,1
-0.4648029997131531,1.2255789145118587,0.1816249164438184,-0.5842857879450951,-1.0236941025173356,0.12834534854017712,-1.6545782145289587,0.646573525144215,-1.7546928124513463,0.8383416627019806,-0.06552781179000085,0.48464445998311323,1.049209386221098,-0.7109146866060896,0.4354451481358077,-1.3013149185039234,-1.3536910606942554,1.4509784437022906,-0.04900161075041053,1.2532733490358756,-0.4507772131806821,1
-1.4574493790530025,-1.4828171215735497,0.057565875963621074,-1.424787974762034,-1.585805844031244,1.3546529019529177,1.587718133770838,-0.6821538926655655,-1.1692422828006719,1.260892903983221,0.6585364068840422,1.3666179995338226,-0.9530986027504631,0.7045451174876673,-1.3808015594170928,-0.4106134000207452,1.2727677356186675,-1.5096985371559795,-1.2520223043159453,-0.7979105282732498,0.4617272669421557,2
-1.2814135679385463,1.2156761867748005,-0.21040165147360543,-0.8926357026353329,1.38680309532609,-1.6865898305106781,0.7525811955724057,-1.0758509053499448,-0.7399118943901772,-0.8902770516303662,1.0015141946770099,-0.397329079567596,-0.9530986027504631,1.412275019534546,1.3435685019122579,-1.3013149185039234,0.06601639677218968,0.9575322802259122,0.0369284387899847,-0.7979105282732498,1.3742317470649934,2
