คะแนนคณิตศาสตร์,คะแนนคอมพิวเตอร์,คะแนนภาษาไทย,คะแนนวิทยาศาสตร์,คะแนนศิลปะ,ทักษะการคิดเชิงตรรกะ,ทักษะความคิดสร้างสรรค์,ความสนใจด้านตัวเลข,ความสนใจด้านเทคโนโลยี,เพศ,แผนก
0.6924729473939473,-1.6882564558950404,-1.0424204641291948,-0.7751834035174783,1.259432336927161,-1.7177344763070157,-1.4291915253878569,0.1907747547358669,0.431611516911673,-0.9729754237340348,2
-0.2829600941267756,-0.6921640942653327,-0.3067910267490257,1.4618108540249894,-0.4132359225408617,-0.9131586773540936,-0.7932265908055284,-0.498402792044971,-0.8994167799687474,-0.9729754237340348,2
0.0681958008206845,1.394178613426741,1.5422235050443729,-1.5060336245247303,0.6649297627788878,-0.2594408407048444,-1.1845896274715768,0.2673500377115156,0.783942536674137,-0.9729754237340348,1
-0.2049254508051176,1.587450265683252,0.7966531293212283,-1.096164919500393,0.0250837719582886,1.098280820028211,1.7017127679405284,1.2628287163949483,1.2145693386060377,1.0277751889788251,1
-1.6388120218405808,-1.281890417817249,-1.524555973763495,-1.051721324979682,1.0478297257896398,-1.5165905265687851,1.1146682129414565,-0.2303893016302006,-0.547085760206283,-0.9729754237340348,2
-0.6682561455274612,-1.4999404870297224,1.0103833036951964,-1.417146435483308,-0.3880451355006806,-0.9131586773540936,-0.9399877295552967,0.8799523015167049,-0.2730505226132552,-0.9729754237340348,0
-1.0974466837965795,-0.8408345960011099,1.14955644049685,1.2939128302800806,-1.4863634504525751,0.6959929205517505,0.5765440375256401,-1.302443263289282,-1.7998182749172669,-0.9729754237340348,2
-1.5656545437265268,1.1761285442142684,-1.4748512820486188,-0.6220999112794727,-0.6903345799828534,1.349710757200999,-0.2551024153897123,-0.383539867581498,0.1184283882339271,1.0277751889788251,1
1.116786320455462,-0.9399482638249614,-1.5146150354205197,0.0297394750242925,1.793477022179,-0.3097268281394019,0.2341013804428478,-1.532169112216228,-1.369191472985366,1.0277751889788251,2
1.5606083543473914,-1.5346302707680703,1.7509832102468537,1.5556362202353802,1.7531717629147097,-1.7177344763070157,1.55495162919076,1.1479657919314752,0.783942536674137,1.0277751889788251,2
1.2728556070987778,-0.8953471133042283,-1.6935519255940743,-1.4615900300040192,0.6044718738824532,-0.3600128155739598,1.0657478333581998,-0.3069645846058493,1.6451961405379387,-0.9729754237340348,0
-1.3949537614604002,1.3694001964707785,0.7916826601497411,-1.4912190930178266,1.093173142461966,1.4502827320701148,0.0384198621098236,1.0713905089558269,-0.1556068493591005,-0.9729754237340348,1
0.9509627033969394,-0.9003027966954209,0.8562987593790801,0.2964010421485605,-1.037967441137352,-1.7177344763070157,0.5765440375256401,-1.647032036679701,-0.4687899780368464,1.0277751889788251,0
1.5313453631017693,0.5814465372711594,1.1594973788398253,1.126014806535171,-1.078272700401642,1.5508547069392298,-1.6248730437208807,0.3822129621749885,1.684344031622657,-0.9729754237340348,0
-0.93650023194566,-1.2868461012084418,1.6813966418460264,0.1136884868967473,-0.4132359225408617,-0.209154853270287,-1.527032284554369,0.7268017355654077,0.3924636258269546,-0.9729754237340348,2
1.6971689801602925,-1.5148075372033003,0.2151082362571754,0.2618338019657849,-1.0631582281775331,-0.5108707778776326,1.6038720087740168,1.5308422068097185,-1.5257830373242391,1.0277751889788251,0
1.6093800064234276,-0.9597709973897316,0.2349901129431263,-0.241860269268943,0.1661521793833024,-1.0640166396577662,0.5765440375256401,-0.6515533579962685,0.9405341010130102,1.0277751889788251,0
-1.4144624222908146,-0.8953471133042283,0.7121551534059385,-1.3677646637936287,-1.02789112632128,-0.7120147276158633,-0.059420897056688,-0.1538140186545522,0.5490551901658277,-0.9729754237340348,2
0.6729642865635332,-1.3710927188587156,1.7360718027323907,-0.607285379772569,0.4936324109056563,-0.7623007150504207,-0.8910673499720405,0.6119388111019345,0.5490551901658277,-0.9729754237340348,0
0.6144383040722897,0.5616238037063888,-0.5105802627800182,0.6470116211452825,-1.6022410708374082,-0.3097268281394019,1.016827453774944,-1.072717414362336,-1.016860453222902,-0.9729754237340348,1
-0.429275050354884,-0.1668616547989195,-1.673670048908124,1.4321817910111825,-1.3805621448838148,-0.7623007150504207,-0.059420897056688,-0.1538140186545522,-0.9777125621381836,1.0277751889788251,1
-1.0194120404749216,0.7003829386597807,-0.8883359198130782,-0.5134600135621786,-1.294913468947199,0.1428470587716164,-0.6464654520557603,0.650226452589759,-0.4687899780368464,-0.9729754237340348,1
0.0291784791598557,1.309931995776468,0.5431592015753595,1.1605820467179466,-1.2848371541311268,-1.7177344763070157,-1.3802711458046006,-1.072717414362336,0.7056467545047008,1.0277751889788251,1
-1.0828151881737684,-1.5148075372033003,0.359251842230317,0.7408369873556734,-0.3376635614203185,-1.6171625014379003,-1.3802711458046006,1.4542669238340702,-1.0951562353923383,-0.9729754237340348,2
-0.848711258208795,0.1949032327581386,-0.8883359198130782,-1.5010954473557627,-1.0329292837293162,1.098280820028211,-0.1083412766399443,0.4205006036628128,1.4886045761990656,-0.9729754237340348,1
-1.3169191181387423,-1.6486109887654996,1.179379255525776,-0.8245651752071574,-0.7558306262873244,-0.3097268281394019,-1.4781119049711129,-1.4938814707284036,1.0579777742671652,-0.9729754237340348,2
0.6095611388646863,0.0016315805016279,-0.3912890026643152,-0.9677723131072272,-1.3301805708034526,-1.2148746019614394,-0.9399877295552967,-0.8429915654353901,0.6273509723352643,-0.9729754237340348,0
0.2779139047476399,0.0809225147607088,0.0958169761414727,0.4396081800486298,-1.32010425598738,-0.862872689919536,1.6038720087740168,-1.4938814707284036,-1.3300435819006478,-0.9729754237340348,1
1.6337658324614457,-1.237289267296516,0.4536907564885816,1.4618108540249894,0.0704271886306148,0.997708845159096,-0.6464654520557603,-1.6087443951918767,1.3711609029449108,1.0277751889788251,0
0.014546983537045,-0.7119868278301029,1.5422235050443729,1.6642761179526746,1.415615216576284,-0.4102988030085173,0.7722255558586639,0.8416646600288806,0.431611516911673,-0.9729754237340348,2
1.2631012766835703,-1.5346302707680703,1.6018691351022247,-1.535662687538538,-0.226824098443522,1.3999967446355577,-0.059420897056688,0.5736511696141102,0.7056467545047008,-0.9729754237340348,0
0.7461217646775874,-1.4256052361618337,-1.2611211076746505,0.1581320814174589,0.0754653460386507,0.343991008509847,0.2830217600261037,-0.9195668484110388,-0.8211209977993108,1.0277751889788251,0
-1.2876561268931204,1.245508111690964,1.4080208374142067,0.8050332905522561,-0.7558306262873244,1.6011406943737871,-0.059420897056688,-0.9578544898988632,1.4886045761990656,1.0277751889788251,1
1.6191343368386342,1.6221400494216005,-0.5404030778089441,0.2815865106416569,1.304775753599487,-0.1085828784011717,0.6254644171088959,-0.0772387356789034,1.0971256653518833,1.0277751889788251,1
1.121663485663066,-0.2065071219284603,-1.2163868851312618,-0.8690087697278687,-0.5694188021899844,-0.7120147276158633,0.6254644171088959,0.4205006036628128,-1.7606703838325484,1.0277751889788251,0
-1.614426195802563,0.115612298499057,0.9060034510939564,-1.1060412738383292,0.4634034664574393,-1.1645886145268816,-1.575952664137625,-0.1155263771667276,0.9405341010130102,1.0277751889788251,2
0.0291784791598557,0.79454092309244,-1.524555973763495,-1.4517136756660836,-0.1462135799149425,0.6959929205517505,1.6038720087740168,-1.1110050558501603,-0.6645294334604378,1.0277751889788251,1
