คะแนนคอมพิวเตอร์,คะแนนศิลปะ,คะแนนคณิตศาสตร์,คะแนนวิทยาศาสตร์,คะแนนภาษาไทย,แผนก
0.7053386220509738,0.6498152905547794,1.6093800064234276,-0.8936996555727083,1.1346450329823872,0
-1.4900291202473372,-0.2772056725238842,0.4437375218061631,0.6618261526521863,0.2846948046580026,2
-1.3364029351203677,-0.2066714688113768,-1.1218325098345976,1.43711996818015,1.154526909668338,2
-1.6238325718095366,-1.3452950430275612,-1.346182109384364,0.1235648412346833,0.2548719896290763,2
0.8837432241339062,-0.6248385336783828,1.5020823718561478,0.0346776521932609,-1.295914391875064,1
-0.2312855388844232,0.3979074201529687,-0.9755175536064892,0.2964010421485605,-1.1269184400444847,2
-0.1222605042781864,-0.821326672591795,-0.4390293807700914,-1.4467754984971155,-0.4509346327221669,0
1.2405524282997715,-0.634914848494455,-1.0828151881737684,1.0914475663523957,-1.0970956250155588,1
-1.351269985293945,-0.3830069780926443,-1.4534797439516434,1.7383487754871934,-0.2272635200052235,2
0.8986102743074837,-0.7507924688792882,0.8680508948676778,1.0272512631558126,1.5173711591869348,0
0.0759668313695165,-0.5291135429256948,-0.7853081105099482,1.2050256412386575,0.249901520457589,2
-0.6921640942653327,-0.2923201447479926,0.0828272964434952,-0.4937073048863067,1.5621053817303236,2
-0.3105764731435042,-1.224379265234692,-1.1462183358726157,-1.4566518528350512,-1.067272809986633,1
-1.480117753464952,1.1939362906226902,1.0192430163033896,-0.4640782418724994,-0.2719977425486121,2
-0.1916400717548824,0.8614179016923005,-1.1559726662878227,0.4939281289072773,1.5372530358728855,2
1.3446217795148157,0.4533271516413668,-0.5902215022058036,1.684028826628546,-1.5742606654783715,1
-0.8705686963482654,-0.0907938484265441,0.4242288609757483,1.0766330348454918,-0.5254916702944814,2
-1.1282642326902792,1.073020512829821,-0.136645137898667,1.4815635627008614,0.9209148586084192,2
0.1354350320638276,-0.3326254040122822,-0.12689080748346,0.4198554713727585,0.3841041880877552,2
-1.2174665337317456,-0.634914848494455,-1.3120419529311385,-0.5628417852518579,-1.186564070102336,2
0.8094079732660175,1.491187577696827,-0.5902215022058036,-0.9776486674451632,-1.5941425421643218,1
0.5814465372711594,-0.5744569595980207,-0.7560451192643264,-1.4023319039764044,1.4527550599575958,2
0.5368453867504259,-1.2143029504186196,0.8192792427916417,0.6470116211452825,-0.8386312280982019,1
1.389222930035549,0.7203494942672859,1.3411359200052286,-0.0591477140171298,-0.2123521124907604,1
-0.4840253918352443,-1.199188478194511,-1.1023238490041831,-0.8838233012347727,0.5232773248894087,2
0.5764908538799663,-1.365447672659706,-1.4095852570832108,-0.5035836592242426,-0.6149601153812586,1
-0.2758866894051563,0.8009600127958658,1.5215910326865618,1.733410598318225,-0.1079722598895204,2
1.5626718487272893,-0.5291135429256948,1.3752760764584535,1.229716527083497,-0.8336607589267142,1
0.0214543140663985,-1.1236161170739678,1.5410996935169767,0.9235495426074866,-1.2760325151891136,0
-1.4652507032913744,-1.526668709716865,0.1169674528967207,1.061818503338588,-1.524555973763495,0
